lat,lon,Straßenname,Anzahl Fußgänger pro Tag,Anzahl Fahrradfahrer pro Tag,Durchschnittliche tägl. Verkehrsstärke unmotorisiert (DTV),Anzahl PKW pro Tag,"Anzahl schwere  LKW (> 3,5t) pro Tag","Anzahl leichte LKW (< 3,5t) pro Tag",Anzahl Motorräder pro Tag,Anzahl Busse pro Tag,Durchschnittliche tägl. Verkehrsstärke motorisiert (DTVm),Entsprechend Legende in der Karte (für uns zur Orientierung),NACHTS,pedestrian_night,bike_night,mean_unmotorized_night,car_night,truck_night,van_night,motorbike_night,bus_night,mean_motorized_night
52.54352,13.41498,Pappelallee,12874.0,1798.0,14672.0,6667.0,552.0,592.0,112.0,72.0,7995.0,5>10,,643.7,17.98,661.6800000000001,333.35,5.52,8.88,2.24,4.0,353.99
52.54457,13.41609,Pappelallee,14928.0,1902.0,16830.0,7363.0,628.0,654.0,124.0,71.0,8840.0,5>10,,746.4,19.02,765.42,368.15,6.28,9.81,2.48,4.0,390.71999999999997
52.54537,13.41704,Pappelallee,14928.0,1902.0,16830.0,7363.0,628.0,654.0,124.0,71.0,8840.0,5>10,,746.4,19.02,765.42,368.15,6.28,9.81,2.48,4.0,390.71999999999997
52.54655,13.41824,Pappelallee,14928.0,1902.0,16830.0,7363.0,628.0,654.0,124.0,71.0,8840.0,5>10,,746.4,19.02,765.42,368.15,6.28,9.81,2.48,4.0,390.71999999999997
52.54791,13.4197,Pappelallee,5862.0,867.0,6729.0,3388.0,289.0,301.0,57.0,37.0,4072.0,<5,,293.1,8.67,301.77000000000004,169.4,2.89,4.515,1.14,4.0,181.94499999999996
52.54798,13.41987,Pappelallee,5862.0,867.0,6729.0,3388.0,289.0,301.0,57.0,37.0,4072.0,<5,,293.1,8.67,301.77000000000004,169.4,2.89,4.515,1.14,4.0,181.94499999999996
52.54806,13.41991,Stahlheimer Str.,14128.0,1798.0,15926.0,6667.0,552.0,592.0,112.0,72.0,7995.0,5>10,,706.4,17.98,724.38,333.35,5.52,8.88,2.24,4.0,353.99
52.54845,13.4203,Stahlheimer Str.,14128.0,1798.0,15926.0,6667.0,552.0,592.0,112.0,72.0,7995.0,5>10,,706.4,17.98,724.38,333.35,5.52,8.88,2.24,4.0,353.99
52.54874,13.42056,Stahlheimer Str.,6312.0,844.0,7156.0,3252.0,156.0,289.0,38.0,65.0,3800.0,<5,,315.6,8.44,324.04,162.6,1.56,4.335,0.76,4.0,173.255
52.5501,13.4221,Stahlheimer Str.,6312.0,844.0,7156.0,3252.0,156.0,289.0,38.0,65.0,3800.0,<5,,315.6,8.44,324.04,162.6,1.56,4.335,0.76,4.0,173.255
52.55117,13.42322,Stahlheimer Str.,6312.0,844.0,7156.0,3252.0,156.0,289.0,38.0,65.0,3800.0,<5,,315.6,8.44,324.04,162.6,1.56,4.335,0.76,4.0,173.255
52.5525,13.42463,Stahlheimer Str.,6312.0,844.0,7156.0,3252.0,156.0,289.0,38.0,65.0,3800.0,<5,,315.6,8.44,324.04,162.6,1.56,4.335,0.76,4.0,173.255
52.54104,13.41215,Danziger Str.,25632.0,2890.0,28522.0,13430.0,460.0,1212.0,215.0,31.0,15348.0,15>20,,1281.6,28.9,1310.5,671.5,4.6,18.18,4.3,4.0,702.5799999999999
52.54091,13.41318,Danziger Str.,25632.0,2890.0,28522.0,13430.0,460.0,1212.0,215.0,31.0,15348.0,15>20,,1281.6,28.9,1310.5,671.5,4.6,18.18,4.3,4.0,702.5799999999999
52.54089,13.41322,Danziger Str.,25566.0,2762.0,28328.0,12783.0,438.0,1154.0,204.0,29.0,14608.0,10>15,,1278.3,27.62,1305.9199999999998,639.15,4.38,17.31,4.08,4.0,668.92
52.54083,13.41356,Danziger Str.,25566.0,2762.0,28328.0,12783.0,438.0,1154.0,204.0,29.0,14608.0,10>15,,1278.3,27.62,1305.9199999999998,639.15,4.38,17.31,4.08,4.0,668.92
52.54078,13.41386,Danziger Str.,27164.0,2813.0,29977.0,13238.0,423.0,1192.0,211.0,30.0,15094.0,15>20,,1358.2,28.13,1386.3300000000002,661.9,4.23,17.88,4.22,4.0,692.23
52.54076,13.41459,Danziger Str.,27164.0,2813.0,29977.0,13238.0,423.0,1192.0,211.0,30.0,15094.0,15>20,,1358.2,28.13,1386.3300000000002,661.9,4.23,17.88,4.22,4.0,692.23
52.54062,13.41506,Danziger Str.,24963.0,2762.0,27725.0,12783.0,438.0,1154.0,204.0,29.0,14608.0,10>15,,1248.15,27.62,1275.77,639.15,4.38,17.31,4.08,4.0,668.92
52.54042,13.41631,Danziger Str.,24963.0,2762.0,27725.0,12783.0,438.0,1154.0,204.0,29.0,14608.0,10>15,,1248.15,27.62,1275.77,639.15,4.38,17.31,4.08,4.0,668.92
52.54002,13.41884,Danziger Str.,27195.0,2813.0,30008.0,13238.0,423.0,1192.0,211.0,30.0,15094.0,15>20,,1359.75,28.13,1387.88,661.9,4.23,17.88,4.22,4.0,692.23
52.53953,13.4218,Danziger Str.,27195.0,2813.0,30008.0,13238.0,423.0,1192.0,211.0,30.0,15094.0,15>20,,1359.75,28.13,1387.88,661.9,4.23,17.88,4.22,4.0,692.23
52.53953,13.42206,Danziger Str.,24187.0,2762.0,26949.0,12783.0,438.0,1154.0,204.0,29.0,14608.0,10>15,,1209.35,27.62,1236.9699999999998,639.15,4.38,17.31,4.08,4.0,668.92
52.53927,13.42382,Danziger Str.,24187.0,2762.0,26949.0,12783.0,438.0,1154.0,204.0,29.0,14608.0,10>15,,1209.35,27.62,1236.9699999999998,639.15,4.38,17.31,4.08,4.0,668.92
52.53919,13.42421,Danziger Str.,38621.0,3559.0,42180.0,19596.0,672.0,1769.0,314.0,45.0,22396.0,20>30,,1931.05,35.59,1966.6399999999999,979.8,6.72,26.535,6.28,4.0,1023.3349999999999
52.53843,13.42648,Danziger Str.,39418.0,3578.0,42996.0,19619.0,672.0,1769.0,314.0,22.0,22396.0,20>30,,1970.9,35.78,2006.68,980.95,6.72,26.535,6.28,4.0,1024.4850000000001
52.53783,13.42837,Danziger Str.,39124.0,3559.0,42683.0,19596.0,672.0,1769.0,314.0,45.0,22396.0,20>30,,1956.2,35.59,1991.79,979.8,6.72,26.535,6.28,4.0,1023.3349999999999
52.53705,13.43051,Danziger Str.,37958.0,3401.0,41359.0,18993.0,741.0,1721.0,305.0,22.0,21782.0,20>30,,1897.9,34.01,1931.91,949.65,7.41,25.815,6.1,4.0,992.975
52.53647,13.43214,Danziger Str.,37120.0,3992.0,41112.0,18943.0,739.0,1718.0,304.0,44.0,21748.0,20>30,,1856.0,39.92,1895.92,947.15,7.39,25.77,6.08,4.0,990.39
52.53629,13.43275,Danziger Str.,42517.0,4072.0,46589.0,20921.0,866.0,1900.0,337.0,24.0,24048.0,20>30,,2125.85,40.72,2166.5699999999997,1046.05,8.66,28.5,6.74,4.0,1093.95
52.53598,13.43356,Danziger Str.,42517.0,4072.0,46589.0,20921.0,866.0,1900.0,337.0,24.0,24048.0,20>30,,2125.85,40.72,2166.5699999999997,1046.05,8.66,28.5,6.74,4.0,1093.95
52.53567,13.43433,Danziger Str.,37951.0,3999.0,41950.0,18971.0,741.0,1721.0,305.0,44.0,21782.0,20>30,,1897.55,39.99,1937.54,948.55,7.41,25.815,6.1,4.0,991.875
52.53415,13.43734,Danziger Str.,37105.0,3986.0,41091.0,18943.0,739.0,1718.0,304.0,44.0,21748.0,20>30,,1855.25,39.86,1895.11,947.15,7.39,25.77,6.08,4.0,990.39
52.53337,13.43897,Danziger Str.,36924.0,3938.0,40862.0,18423.0,696.0,1667.0,295.0,21.0,21102.0,20>30,,1846.2,39.38,1885.5800000000002,921.15,6.96,25.005,5.9,4.0,963.015
52.53222,13.44141,Danziger Str.,36924.0,3938.0,40862.0,18423.0,696.0,1667.0,295.0,21.0,21102.0,20>30,,1846.2,39.38,1885.5800000000002,921.15,6.96,25.005,5.9,4.0,963.015
52.53201,13.44154,Danziger Str.,41657.0,4011.0,45668.0,21125.0,798.0,1912.0,339.0,24.0,24198.0,20>30,,2082.85,40.11,2122.96,1056.25,7.98,28.68,6.78,4.0,1103.69
52.53039,13.44339,Danziger Str.,41657.0,4011.0,45668.0,21125.0,798.0,1912.0,339.0,24.0,24198.0,20>30,,2082.85,40.11,2122.96,1056.25,7.98,28.68,6.78,4.0,1103.69
52.52862,13.44532,Danziger Str.,41657.0,4011.0,45668.0,21101.0,798.0,1912.0,339.0,48.0,24198.0,20>30,,2082.85,40.11,2122.96,1055.05,7.98,28.68,6.78,4.0,1102.49
52.52653,13.44755,Danziger Str.,41657.0,4011.0,45668.0,21101.0,798.0,1912.0,339.0,48.0,24198.0,20>30,,2082.85,40.11,2122.96,1055.05,7.98,28.68,6.78,4.0,1102.49
52.52715,13.38726,Torstr.,38892.0,3430.0,42322.0,19446.0,606.0,1772.0,314.0,292.0,22430.0,20>30,,1944.6,34.3,1978.8999999999999,972.3,6.06,26.58,6.28,8.0,1019.2199999999999
52.52822,13.39245,Torstr.,38892.0,3430.0,42322.0,19446.0,606.0,1772.0,314.0,292.0,22430.0,20>30,,1944.6,34.3,1978.8999999999999,972.3,6.06,26.58,6.28,8.0,1019.2199999999999
52.52898,13.39567,Torstr.,38892.0,3430.0,42322.0,19446.0,606.0,1772.0,314.0,292.0,22430.0,20>30,,1944.6,34.3,1978.8999999999999,972.3,6.06,26.58,6.28,8.0,1019.2199999999999
52.52945,13.39756,Torstr.,38892.0,3430.0,42322.0,19446.0,606.0,1772.0,314.0,292.0,22430.0,20>30,,1944.6,34.3,1978.8999999999999,972.3,6.06,26.58,6.28,8.0,1019.2199999999999
52.52963,13.40133,Torstr.,38892.0,3430.0,42322.0,19446.0,606.0,1772.0,314.0,292.0,22430.0,20>30,,1944.6,34.3,1978.8999999999999,972.3,6.06,26.58,6.28,8.0,1019.2199999999999
52.52969,13.40146,Torstr.,54218.0,5373.0,59591.0,27815.0,1298.0,2564.0,454.0,325.0,32456.0,30>40,,2710.9,53.73,2764.63,1390.75,12.98,38.46,9.08,8.0,1459.27
52.52979,13.40343,Torstr.,54912.0,5373.0,60285.0,27848.0,1298.0,2564.0,454.0,292.0,32456.0,30>40,,2745.6,53.73,2799.33,1392.4,12.98,38.46,9.08,8.0,1460.92
52.52966,13.40459,Torstr.,54912.0,5373.0,60285.0,27848.0,1298.0,2564.0,454.0,292.0,32456.0,30>40,,2745.6,53.73,2799.33,1392.4,12.98,38.46,9.08,8.0,1460.92
52.52948,13.40545,Torstr.,57614.0,5884.0,63498.0,29755.0,852.0,2693.0,477.0,307.0,34084.0,30>40,,2880.7,58.84,2939.54,1487.75,8.52,40.395,9.54,8.0,1554.205
52.52911,13.40768,Torstr.,57614.0,5884.0,63498.0,29755.0,852.0,2693.0,477.0,307.0,34084.0,30>40,,2880.7,58.84,2939.54,1487.75,8.52,40.395,9.54,8.0,1554.205
52.52877,13.40944,Torstr.,56958.0,5672.0,62630.0,28478.0,849.0,2580.0,457.0,294.0,32658.0,30>40,,2847.9,56.72,2904.62,1423.9,8.49,38.7,9.14,8.0,1488.2300000000002
52.52849,13.41112,Torstr.,56958.0,5672.0,62630.0,28478.0,849.0,2580.0,457.0,294.0,32658.0,30>40,,2847.9,56.72,2904.62,1423.9,8.49,38.7,9.14,8.0,1488.2300000000002
52.52828,13.41189,Torstr.,54128.0,5226.0,59354.0,27205.0,843.0,2468.0,437.0,281.0,31234.0,30>40,,2706.4,52.26,2758.6600000000003,1360.25,8.43,37.02,8.74,8.0,1422.44
52.52783,13.41339,Torstr.,54128.0,5226.0,59354.0,27205.0,843.0,2468.0,437.0,281.0,31234.0,30>40,,2706.4,52.26,2758.6600000000003,1360.25,8.43,37.02,8.74,8.0,1422.44
52.52752,13.41459,Torstr.,38624.0,3402.0,42026.0,19312.0,740.0,1772.0,314.0,292.0,22430.0,20>30,,1931.2,34.02,1965.22,965.6,7.4,26.58,6.28,8.0,1013.86
52.52715,13.41532,Torstr.,37952.0,3430.0,41382.0,19446.0,606.0,1772.0,314.0,292.0,22430.0,20>30,,1897.6,34.3,1931.8999999999999,972.3,6.06,26.58,6.28,8.0,1019.2199999999999
52.527,13.41579,Torstr.,37952.0,3430.0,41382.0,19446.0,606.0,1772.0,314.0,292.0,22430.0,20>30,,1897.6,34.3,1931.8999999999999,972.3,6.06,26.58,6.28,8.0,1019.2199999999999
52.52679,13.41627,Torstr.,37952.0,3430.0,41382.0,19446.0,606.0,1772.0,314.0,292.0,22430.0,20>30,,1897.6,34.3,1931.8999999999999,972.3,6.06,26.58,6.28,8.0,1019.2199999999999
52.52671,13.41635,Mollstr.,44201.0,4398.0,48599.0,23107.0,1507.0,2205.0,391.0,698.0,27908.0,20>30,,2210.05,43.98,2254.03,1155.35,15.07,33.075,7.82,8.0,1219.3149999999998
52.52601,13.41781,Mollstr.,44201.0,4398.0,48599.0,23107.0,1507.0,2205.0,391.0,698.0,27908.0,20>30,,2210.05,43.98,2254.03,1155.35,15.07,33.075,7.82,8.0,1219.3149999999998
52.52525,13.41979,Mollstr.,44201.0,4398.0,48599.0,23107.0,1507.0,2205.0,391.0,698.0,27908.0,20>30,,2210.05,43.98,2254.03,1155.35,15.07,33.075,7.82,8.0,1219.3149999999998
52.52507,13.42017,Mollstr.,59841.0,6015.0,65856.0,32039.0,1408.0,2926.0,519.0,148.0,37040.0,30>40,,2992.05,60.15,3052.2000000000003,1601.95,14.08,43.89,10.38,8.0,1678.3000000000002
52.52457,13.42142,Mollstr.,59841.0,6015.0,65856.0,32039.0,1408.0,2926.0,519.0,148.0,37040.0,30>40,,2992.05,60.15,3052.2000000000003,1601.95,14.08,43.89,10.38,8.0,1678.3000000000002
52.52363,13.42408,Mollstr.,59841.0,6015.0,65856.0,32039.0,1408.0,2926.0,519.0,148.0,37040.0,30>40,,2992.05,60.15,3052.2000000000003,1601.95,14.08,43.89,10.38,8.0,1678.3000000000002
52.52329,13.42532,Mollstr.,59841.0,6015.0,65856.0,32039.0,1408.0,2926.0,519.0,148.0,37040.0,30>40,,2992.05,60.15,3052.2000000000003,1601.95,14.08,43.89,10.38,8.0,1678.3000000000002
52.55519,13.39135,Bornholmer Str.,48517.0,4927.0,53444.0,25357.0,1114.0,2374.0,410.0,59.0,29314.0,20>30,,2425.85,49.27,2475.12,1267.85,11.14,35.61,8.2,4.0,1326.8
52.5587,13.3944,Bornholmer Str.,48517.0,4927.0,53444.0,25357.0,1114.0,2374.0,410.0,59.0,29314.0,20>30,,2425.85,49.27,2475.12,1267.85,11.14,35.61,8.2,4.0,1326.8
52.55468,13.39786,Bornholmer Str.,48517.0,4927.0,53444.0,25357.0,1114.0,2374.0,410.0,59.0,29314.0,20>30,,2425.85,49.27,2475.12,1267.85,11.14,35.61,8.2,4.0,1326.8
52.55443,13.4005,Bornholmer Str.,48517.0,4927.0,53444.0,25357.0,1114.0,2374.0,410.0,59.0,29314.0,20>30,,2425.85,49.27,2475.12,1267.85,11.14,35.61,8.2,4.0,1326.8
52.55427,13.40322,Bornholmer Str.,48517.0,4927.0,53444.0,25357.0,1114.0,2374.0,410.0,59.0,29314.0,20>30,,2425.85,49.27,2475.12,1267.85,11.14,35.61,8.2,4.0,1326.8
52.55405,13.40657,Bornholmer Str.,48517.0,4927.0,53444.0,25357.0,1114.0,2374.0,410.0,59.0,29314.0,20>30,,2425.85,49.27,2475.12,1267.85,11.14,35.61,8.2,4.0,1326.8
52.55382,13.41054,Bornholmer Str.,48517.0,4927.0,53444.0,25357.0,1114.0,2374.0,410.0,59.0,29314.0,20>30,,2425.85,49.27,2475.12,1267.85,11.14,35.61,8.2,4.0,1326.8
52.55363,13.41388,Bornholmer Str.,48517.0,4927.0,53444.0,25357.0,1114.0,2374.0,410.0,59.0,29314.0,20>30,,2425.85,49.27,2475.12,1267.85,11.14,35.61,8.2,4.0,1326.8
52.55356,13.41498,Wisbyer Str.,53628.0,5349.0,58977.0,27313.0,707.0,2399.0,308.0,31.0,30758.0,30>40,,2681.4,53.49,2734.89,1365.65,7.07,35.985,6.16,4.0,1418.865
52.55344,13.41622,Wisbyer Str.,53628.0,5349.0,58977.0,27313.0,707.0,2399.0,308.0,31.0,30758.0,30>40,,2681.4,53.49,2734.89,1365.65,7.07,35.985,6.16,4.0,1418.865
52.55326,13.41783,Wisbyer Str.,53628.0,5349.0,58977.0,27313.0,707.0,2399.0,308.0,31.0,30758.0,30>40,,2681.4,53.49,2734.89,1365.65,7.07,35.985,6.16,4.0,1418.865
52.55301,13.41991,Wisbyer Str.,53628.0,5349.0,58977.0,27313.0,707.0,2399.0,308.0,31.0,30758.0,30>40,,2681.4,53.49,2734.89,1365.65,7.07,35.985,6.16,4.0,1418.865
52.55286,13.42146,Wisbyer Str.,53628.0,5349.0,58977.0,27313.0,707.0,2399.0,308.0,31.0,30758.0,30>40,,2681.4,53.49,2734.89,1365.65,7.07,35.985,6.16,4.0,1418.865
52.55272,13.42266,Wisbyer Str.,53628.0,5349.0,58977.0,27313.0,707.0,2399.0,308.0,31.0,30758.0,30>40,,2681.4,53.49,2734.89,1365.65,7.07,35.985,6.16,4.0,1418.865
52.55255,13.42423,Wisbyer Str.,53628.0,5349.0,58977.0,27313.0,707.0,2399.0,308.0,31.0,30758.0,30>40,,2681.4,53.49,2734.89,1365.65,7.07,35.985,6.16,4.0,1418.865
52.55249,13.42491,Wisbyer Str.,51120.0,5126.0,56246.0,26439.0,686.0,2325.0,298.0,60.0,29808.0,20>30,,2556.0,51.26,2607.26,1321.95,6.86,34.875,5.96,4.0,1373.645
52.55239,13.42575,Wisbyer Str.,51120.0,5126.0,56246.0,26439.0,686.0,2325.0,298.0,60.0,29808.0,20>30,,2556.0,51.26,2607.26,1321.95,6.86,34.875,5.96,4.0,1373.645
52.55225,13.42682,Wisbyer Str.,51120.0,5126.0,56246.0,26439.0,686.0,2325.0,298.0,60.0,29808.0,20>30,,2556.0,51.26,2607.26,1321.95,6.86,34.875,5.96,4.0,1373.645
52.55213,13.4273,Wisbyer Str.,53207.0,5270.0,58477.0,27282.0,738.0,2399.0,308.0,31.0,30758.0,30>40,,2660.35,52.7,2713.0499999999997,1364.1,7.38,35.985,6.16,4.0,1417.625
52.55166,13.42852,Wisbyer Str.,53207.0,5270.0,58477.0,27282.0,738.0,2399.0,308.0,31.0,30758.0,30>40,,2660.35,52.7,2713.0499999999997,1364.1,7.38,35.985,6.16,4.0,1417.625
52.55113,13.42978,Wisbyer Str.,53207.0,5270.0,58477.0,27282.0,738.0,2399.0,308.0,31.0,30758.0,30>40,,2660.35,52.7,2713.0499999999997,1364.1,7.38,35.985,6.16,4.0,1417.625
52.55066,13.43099,Ostseestr.,49187.0,4614.0,53801.0,24712.0,957.0,2139.0,282.0,56.0,28146.0,20>30,,2459.35,46.14,2505.49,1235.6,9.57,32.085,5.64,4.0,1286.895
52.54992,13.43287,Ostseestr.,49187.0,4614.0,53801.0,24712.0,957.0,2139.0,282.0,56.0,28146.0,20>30,,2459.35,46.14,2505.49,1235.6,9.57,32.085,5.64,4.0,1286.895
52.5489,13.43551,Ostseestr.,49187.0,4614.0,53801.0,24712.0,957.0,2139.0,282.0,56.0,28146.0,20>30,,2459.35,46.14,2505.49,1235.6,9.57,32.085,5.64,4.0,1286.895
52.54797,13.43783,Ostseestr.,49187.0,4614.0,53801.0,24712.0,957.0,2139.0,282.0,56.0,28146.0,20>30,,2459.35,46.14,2505.49,1235.6,9.57,32.085,5.64,4.0,1286.895
52.54682,13.44023,Ostseestr.,45108.0,4335.0,49443.0,22972.0,895.0,2052.0,263.0,132.0,26314.0,20>30,,2255.4,43.35,2298.75,1148.6,8.95,30.78,5.26,8.0,1201.59
52.5459,13.44309,Ostseestr.,45108.0,4335.0,49443.0,22972.0,895.0,2052.0,263.0,132.0,26314.0,20>30,,2255.4,43.35,2298.75,1148.6,8.95,30.78,5.26,8.0,1201.59
52.55054,13.41427,Wichertstr.,19247.0,2026.0,21273.0,10785.0,306.0,966.0,171.0,0.0,12228.0,10>15,,962.35,20.26,982.61,539.25,3.06,14.49,3.42,0.0,560.2199999999999
52.54989,13.41697,Wichertstr.,21905.0,2532.0,24437.0,11873.0,337.0,1064.0,188.0,0.0,13462.0,10>15,,1095.25,25.32,1120.57,593.65,3.37,15.96,3.76,0.0,616.74
52.5493,13.41882,Wichertstr.,21905.0,2532.0,24437.0,11873.0,337.0,1064.0,188.0,0.0,13462.0,10>15,,1095.25,25.32,1120.57,593.65,3.37,15.96,3.76,0.0,616.74
52.54858,13.42082,Wichertstr.,23917.0,2771.0,26688.0,12613.0,356.0,1054.0,199.0,14.0,14236.0,10>15,,1195.85,27.71,1223.56,630.65,3.56,15.81,3.98,0.0,653.9999999999999
52.5474,13.42358,Wichertstr.,23917.0,2771.0,26688.0,12613.0,356.0,1054.0,199.0,14.0,14236.0,10>15,,1195.85,27.71,1223.56,630.65,3.56,15.81,3.98,0.0,653.9999999999999
52.54616,13.42648,Wichertstr.,23917.0,2771.0,26688.0,12613.0,356.0,1054.0,199.0,14.0,14236.0,10>15,,1195.85,27.71,1223.56,630.65,3.56,15.81,3.98,0.0,653.9999999999999
52.55123,13.40466,Schivelbeiner Str.,16354.0,1945.0,18299.0,8727.0,306.0,740.0,99.0,0.0,9872.0,5>10,,817.7,19.45,837.1500000000001,436.35,3.06,11.1,1.98,0.0,452.49000000000007
52.55108,13.4067,Schivelbeiner Str.,16354.0,1945.0,18299.0,8727.0,306.0,740.0,99.0,0.0,9872.0,5>10,,817.7,19.45,837.1500000000001,436.35,3.06,11.1,1.98,0.0,452.49000000000007
52.55091,13.40925,Schivelbeiner Str.,16872.0,1997.0,18869.0,9075.0,318.0,770.0,103.0,0.0,10266.0,10>15,,843.6,19.97,863.57,453.75,3.18,11.55,2.06,0.0,470.54
52.55071,13.41187,Schivelbeiner Str.,22809.0,2083.0,24892.0,11017.0,323.0,930.0,124.0,12.0,12406.0,10>15,,1140.45,20.83,1161.28,550.85,3.23,13.95,2.48,0.0,570.5100000000001
