number;lat;lon;lamp;name_lamp;picture;installed;bulb;watt;energy_consumption;lifespan;lumen_per_watt;lumen;energy_efficiency;height
42616-2110011-00;52.55349541;13.41419147;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;21.10.1993;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;21.10.1993;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110012-00;52.55344923;13.41474826;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;28.07.1993;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;28.07.1993;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110013-00;52.55321836;13.41423722;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;30.10.1993;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;30.10.1993;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110014-00;52.55316585;13.41468865;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;28.07.1993;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;28.07.1993;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110015-00;52.55300174;13.4140775;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;30.10.1993;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;30.10.1993;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110016-00;52.55292458;13.41463739;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;28.07.1993;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;28.07.1993;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110017-00;52.55273338;13.41404936;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;30.10.1993;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;30.10.1993;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110018-00;52.55266769;13.41458567;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;22.06.1993;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;22.06.1993;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110019-00;52.55246612;13.41397211;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;30.10.1993;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;30.10.1993;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110020-00;52.55241345;13.41453082;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;22.06.1993;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;22.06.1993;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110021-00;52.55219427;13.41392158;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;29.10.1993;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;29.10.1993;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110022-00;52.55219478;13.41448109;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;28.07.1993;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;28.07.1993;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110023-00;52.55194408;13.41391116;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;29.10.1993;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;29.10.1993;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110024-00;52.55193267;13.41443317;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;28.07.1993;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;28.07.1993;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110025-00;52.55170453;13.41383344;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;30.10.1993;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;30.10.1993;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110026-00;52.55168725;13.4143887;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;28.07.1993;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;28.07.1993;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110027-00;52.55145822;13.41378468;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;29.10.1993;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;29.10.1993;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110028-00;52.55145454;13.4143507;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;30.07.1993;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;30.07.1993;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110029-00;52.55116519;13.41373412;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;28.10.1993;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;28.10.1993;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110030-00;52.55115376;13.41429562;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;30.07.1993;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;30.07.1993;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110031-00;52.55093;13.41372652;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;29.10.1993;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;29.10.1993;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110032-00;52.55090487;13.41424947;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;28.07.1993;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;28.07.1993;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110033-00;52.55068023;13.41364728;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;28.07.1994;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;28.07.1994;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110034-00;52.5506109;13.41419881;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;28.07.1993;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;28.07.1993;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110035-00;52.55037761;13.41359272;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;26.08.1993;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;26.08.1993;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110036-00;52.55036732;13.41415477;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;28.07.1993;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;28.07.1993;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110037-00;52.55012367;13.41355039;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;26.08.1993;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;26.08.1993;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110038-00;52.5500749;13.41410689;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;22.06.1993;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;22.06.1993;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110039-00;52.54984713;13.41349539;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;26.08.1993;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;26.08.1993;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110040-00;52.54983754;13.41405848;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;22.06.1993;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;22.06.1993;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110041-00;52.54958844;13.41345616;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;06.09.1994;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;06.09.1994;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110042-00;52.54958531;13.41401562;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;22.06.1993;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;22.06.1993;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110043-00;52.54930719;13.4134018;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;06.09.1994;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;06.09.1994;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110044-00;52.54927686;13.41396794;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;22.06.1993;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;22.06.1993;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110045-00;52.54907463;13.41337054;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;03.09.1993;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;03.09.1993;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110046-00;52.54908023;13.41393517;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;22.06.1993;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;22.06.1993;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110047-00;52.54881396;13.41333864;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;06.09.1994;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;06.09.1994;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110048-00;52.54880081;13.41388632;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;10.06.1993;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;10.06.1993;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110049-00;52.54858475;13.41331027;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;08.06.1995;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;08.06.1995;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110050-00;52.54855009;13.41384352;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;22.06.1993;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;22.06.1993;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110051-00;52.54834203;13.41325985;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;08.06.1995;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;08.06.1995;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110052-00;52.54827612;13.41379966;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;22.06.1993;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;22.06.1993;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110053-00;52.54804988;13.41321336;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;06.09.1994;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;06.09.1994;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110054-00;52.54799955;13.41374948;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;22.06.1993;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;22.06.1993;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110055-00;52.54785167;13.41316476;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;06.09.1994;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;06.09.1994;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110056-00;52.54779555;13.41370468;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;10.06.1993;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;10.06.1993;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110057-00;52.54749899;13.41310516;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;28.07.1994;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;28.07.1994;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110058-00;52.54747622;13.41364058;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;10.06.1993;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;10.06.1993;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110059-00;52.54719578;13.41300746;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;28.07.1994;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;28.07.1994;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110060-00;52.54721361;13.41357208;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;10.06.1993;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;10.06.1993;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110061-00;52.54701596;13.41295674;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;26.08.1993;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;26.08.1993;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110062-00;52.54699422;13.41350867;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;22.06.1993;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;22.06.1993;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110063-00;52.54665632;13.41285899;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;28.07.1994;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;28.07.1994;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110064-00;52.54672851;13.41343861;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;22.06.1993;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;22.06.1993;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110065-00;52.54643155;13.41280112;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;26.08.1993;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;26.08.1993;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110066-00;52.54645829;13.41336338;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;10.06.1993;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;10.06.1993;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110067-00;52.54616633;13.41273239;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;26.08.1993;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;26.08.1993;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110068-00;52.546216;13.41329772;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;10.06.1993;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;10.06.1993;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110069-00;52.54595728;13.41267445;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;28.07.1994;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;28.07.1994;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110070-00;52.5460078;13.41324382;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;22.06.1993;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;22.06.1993;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110071-00;52.54571452;13.41260193;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;06.09.1994;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;06.09.1994;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110072-00;52.54574238;13.41317268;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;10.06.1993;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;10.06.1993;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110073-00;52.54541557;13.41252231;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;06.09.1994;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
