number;lat;lon;lamp;name_lamp;picture;installed;bulb;watt;energy_consumption;lifespan;lumen_per_watt;lumen;energy_efficiency;height
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;06.09.1994;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110074-00;52.54550091;13.41310623;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;10.06.1993;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;10.06.1993;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110075-00;52.54520377;13.41245804;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;06.09.1994;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;06.09.1994;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110076-00;52.54523866;13.41303519;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;10.06.1993;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;10.06.1993;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110077-00;52.54493441;13.41238025;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;26.08.1993;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;26.08.1993;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110078-00;52.54498659;13.41296867;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;10.06.1993;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;10.06.1993;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110079-00;52.54467834;13.41234165;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;28.07.1994;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;28.07.1994;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110080-00;52.54468529;13.4128915;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;10.06.1993;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;10.06.1993;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110081-00;52.54438386;13.41224728;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;28.07.1994;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;28.07.1994;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110082-00;52.54445346;13.41282913;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;10.06.1993;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;10.06.1993;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110083-00;52.5441209;13.4121896;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;26.08.1993;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;26.08.1993;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110084-00;52.54414996;13.41274656;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;10.06.1993;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;10.06.1993;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110085-00;52.5437905;13.41210831;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;03.09.1993;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;03.09.1993;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110086-00;52.54390382;13.41268598;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;10.06.1993;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;10.06.1993;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110087-00;52.54353;13.41205847;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;28.07.1994;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;28.07.1994;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110088-00;52.54369565;13.41264662;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;10.06.1993;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;10.06.1993;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110089-00;52.54326624;13.41203448;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;28.07.1994;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;28.07.1994;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110090-00;52.54346873;13.41261523;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;10.06.1993;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;10.06.1993;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110091-00;52.54304448;13.41201485;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;28.07.1994;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;28.07.1994;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110092-00;52.54325126;13.41259888;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;10.06.1993;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;10.06.1993;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110093-00;52.54282265;13.41199564;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;28.07.1994;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;28.07.1994;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110094-00;52.54301421;13.41258039;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;10.06.1993;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;10.06.1993;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110095-00;52.54262165;13.41197894;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;28.07.1994;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;28.07.1994;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110096-00;52.54271519;13.41255654;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;10.06.1993;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;10.06.1993;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110097-00;52.54240424;13.41196188;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;28.07.1994;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;28.07.1994;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110098-00;52.54251602;13.41252937;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;11.03.2013;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;10.06.1993;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110099-00;52.54222462;13.41194518;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;28.07.1994;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;28.07.1994;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110100-00;52.5422707;13.41251256;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;10.06.1993;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;10.06.1993;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110101-00;52.54196197;13.41206771;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;28.07.1994;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;28.07.1994;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110102-00;52.54199785;13.41248711;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;10.06.1993;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;10.06.1993;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110103-00;52.54169294;13.412108;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;28.07.1994;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;28.07.1994;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110104-00;52.54173048;13.41246636;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;10.06.1993;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;10.06.1993;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110105-00;52.54147799;13.41188446;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;28.07.1994;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;28.07.1994;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110106-00;52.54150335;13.41244513;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;10.06.1993;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;10.06.1993;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110107-00;52.54123983;13.41187166;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;12.09.1994;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;12.09.1994;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110108-00;52.54127523;13.41243874;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;10.06.1993;NAV-E250*SUPER 4Y;250;281;48000;-;31600;-;8.15
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;10.06.1993;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110109-00;52.54093917;13.41188277;A&G*CLASSICA*1800*NAV-T150* LUME*SKL2;A&G Classica;Ja;01.06.2009;NAV-T150*SUPER*4Y;150;168;32000;115;17500;A+;10
42616-2110110-00;52.5408685;13.41244503;A&G*CLASSICA*1800*NAV-T150* LUME*SKL2;A&G Classica;Ja;01.06.2009;NAV-T150*SUPER*4Y;150;168;32000;115;17500;A+;10
42616-2110111-00;52.54068518;13.41205454;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;08.09.1998;NAV-T250*SUPER 4Y;250;281;32000;130;33200;A+;10
42616-2110112-00;52.54060991;13.41244586;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;04.12.1997;NAV-T250*SUPER 4Y;250;281;32000;130;33200;A+;10
42616-2110113-00;52.54044512;13.4118893;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;16.06.1998;NAV-T150*SUPER*4Y;150;168;32000;115;17500;A+;10
42616-2110114-00;52.54040478;13.41245435;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;04.12.1997;NAV-T250*SUPER 4Y;250;281;32000;130;33200;A+;10
42616-2110115-00;52.54025948;13.41189178;SIE*SR100*NAV-T250*LU*SKL2;SITECO Mastleuchte SR 100;Ja;01.06.2009;NAV-T250*SUPER 4Y;250;281;32000;130;33200;A+;10
42616-2110116-00;52.54018523;13.41244901;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;04.12.1997;NAV-T250*SUPER 4Y;250;281;32000;130;33200;A+;10
42616-2110117-00;52.54014237;13.41171805;PHI*SGS203T-100IC-Q*NAV-T100*KOPM.;Philipps Straßenleuchte SGS 203;Ja;08.09.1998;NAV-T100*SUPER 4Y;100;110;32000;-;12000;A+;6
42616-2110118-00;52.5399153;13.4124592;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;04.12.1997;NAV-T250*SUPER 4Y;250;281;32000;130;33200;A+;10
42616-2110119-00;52.54005435;13.41190682;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;29.04.1997;NAV-T250*SUPER 4Y;250;281;32000;130;33200;A+;10
42616-2110120-00;52.53967558;13.41246212;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;04.12.1997;NAV-T250*SUPER 4Y;250;281;32000;130;33200;A+;10
42616-2110121-00;52.53975248;13.41193443;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;29.04.1997;NAV-T250*SUPER 4Y;250;281;32000;130;33200;A+;10
42616-2110122-00;52.53945944;13.41242145;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;04.12.1997;NAV-T250*SUPER 4Y;250;281;32000;130;33200;A+;10
42616-2110123-00;52.53948981;13.41191929;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;29.04.1997;NAV-T250*SUPER 4Y;250;281;32000;130;33200;A+;10
42616-2110124-00;52.53926168;13.41242517;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;04.12.1997;NAV-T250*SUPER 4Y;250;281;32000;130;33200;A+;10
42616-2110125-00;52.53921124;13.41191897;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;29.04.1997;NAV-T250*SUPER 4Y;250;281;32000;130;33200;A+;10
42616-2110126-00;52.539006;13.41242993;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;04.12.1997;NAV-T250*SUPER 4Y;250;281;32000;130;33200;A+;10
42616-2110127-00;52.53897336;13.41192397;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;29.04.1997;NAV-T250*SUPER 4Y;250;281;32000;130;33200;A+;10
42616-2110128-00;52.53872323;13.4124307;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;04.12.1997;NAV-T250*SUPER 4Y;250;281;32000;130;33200;A+;10
42616-2110129-00;52.53871712;13.41192574;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;29.04.1997;NAV-T250*SUPER 4Y;250;281;32000;130;33200;A+;10
42616-2110130-00;52.53848443;13.41243866;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;04.12.1997;NAV-T250*SUPER 4Y;250;281;32000;130;33200;A+;10
42616-2110131-00;52.53848208;13.41193538;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;29.04.1997;NAV-T250*SUPER 4Y;250;281;32000;130;33200;A+;10
42616-2110132-00;52.53817911;13.41243318;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;04.12.1997;NAV-T250*SUPER 4Y;250;281;32000;130;33200;A+;10
42616-2110133-00;52.5382673;13.41193994;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;29.04.1997;NAV-T250*SUPER 4Y;250;281;32000;130;33200;A+;10
42616-2110134-00;52.53784977;13.41251595;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;04.12.1997;NAV-T250*SUPER 4Y;250;281;32000;130;33200;A+;10
42616-2110135-00;52.53804601;13.41194005;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;03.12.1996;NAV-T250*SUPER 4Y;250;281;32000;130;33200;A+;10
42616-2110136-00;52.53758781;13.4124976;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;04.12.1997;NAV-T250*SUPER 4Y;250;281;32000;130;33200;A+;10
42616-2110137-00;52.5377485;13.41197997;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;03.12.1996;NAV-T250*SUPER 4Y;250;281;32000;130;33200;A+;10
42616-2110138-00;52.53729965;13.41252458;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;04.12.1997;NAV-T250*SUPER 4Y;250;281;32000;130;33200;A+;10
42616-2110139-00;52.53745184;13.41203181;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;29.04.1997;NAV-T250*SUPER 4Y;250;281;32000;130;33200;A+;10
42616-2110140-00;52.53707905;13.4125439;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;04.12.1997;NAV-T250*SUPER 4Y;250;281;32000;130;33200;A+;10
42616-2110141-00;52.53718992;13.41205773;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;29.04.1997;NAV-T250*SUPER 4Y;250;281;32000;130;33200;A+;10
42616-2110142-00;52.53676486;13.41257165;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;04.12.1997;NAV-T250*SUPER 4Y;250;281;32000;130;33200;A+;10
42616-2110143-00;52.53692878;13.41207551;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;29.04.1997;NAV-T250*SUPER 4Y;250;281;32000;130;33200;A+;10
42616-2110144-00;52.53651876;13.41259553;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;04.12.1997;NAV-T250*SUPER 4Y;250;281;32000;130;33200;A+;10
42616-2110145-00;52.5366917;13.41210027;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;29.04.1997;NAV-T250*SUPER 4Y;250;281;32000;130;33200;A+;10
42616-2110146-00;52.53623114;13.41261089;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;04.12.1997;NAV-T250*SUPER 4Y;250;281;32000;130;33200;A+;10
42616-2110147-00;52.53640994;13.41212668;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;29.04.1997;NAV-T250*SUPER 4Y;250;281;32000;130;33200;A+;10
42616-2110148-00;52.53597;13.41260901;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;04.12.1997;NAV-T250*SUPER 4Y;250;281;32000;130;33200;A+;10
42616-2110149-00;52.536169;13.41214551;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;29.04.1997;NAV-T250*SUPER 4Y;250;281;32000;130;33200;A+;10
42616-2110150-00;52.53569483;13.41262906;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;04.12.1997;NAV-T250*SUPER 4Y;250;281;32000;130;33200;A+;10
42616-2110151-00;52.53595238;13.41218544;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;29.12.2006;NAV-T250*SUPER 4Y;250;281;32000;130;33200;A+;10
42616-2110152-00;52.53539574;13.41264964;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;04.12.1997;NAV-T250*SUPER 4Y;250;281;32000;130;33200;A+;10
42616-2110153-00;52.53570661;13.41219288;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;03.12.1996;NAV-T250*SUPER 4Y;250;281;32000;130;33200;A+;10
42616-2110154-00;52.53517105;13.41269356;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;04.12.1997;NAV-T250*SUPER 4Y;250;281;32000;130;33200;A+;10
42616-2110155-00;52.53544445;13.41224202;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;03.12.1996;NAV-T250*SUPER 4Y;250;281;32000;130;33200;A+;10
42616-2110156-00;52.53492312;13.41274355;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;04.12.1997;NAV-T250*SUPER 4Y;250;281;32000;130;33200;A+;10
42616-2110157-00;52.53524255;13.41228447;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;03.12.1996;NAV-T250*SUPER 4Y;250;281;32000;130;33200;A+;10
42616-2110158-00;52.53465721;13.41279985;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;04.12.1997;NAV-T250*SUPER 4Y;250;281;32000;130;33200;A+;10
