number;lat;lon;lamp;name_lamp;picture;installed;bulb;watt;energy_consumption;lifespan;lumen_per_watt;lumen;energy_efficiency;height
42616-2110159-00;52.53499614;13.41234219;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;03.12.1996;NAV-T250*SUPER 4Y;250;281;32000;130;33200;A+;10
42616-2110160-00;52.53438763;13.41287743;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;04.12.1997;NAV-T250*SUPER 4Y;250;281;32000;130;33200;A+;10
42616-2110161-00;52.53476002;13.41238773;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;15.11.2004;NAV-T250*SUPER 4Y;250;281;32000;130;33200;A+;10
42616-2110162-00;52.53410153;13.41293815;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;04.12.1997;NAV-T250*SUPER 4Y;250;281;32000;130;33200;A+;10
42616-2110163-00;52.53451794;13.41243886;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;03.12.1996;NAV-T250*SUPER 4Y;250;281;32000;130;33200;A+;10
42616-2110164-00;52.53384111;13.4129948;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;04.12.1997;NAV-T250*SUPER 4Y;250;281;32000;130;33200;A+;10
42616-2110165-00;52.53426621;13.41249177;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;03.12.1996;NAV-T250*SUPER 4Y;250;281;32000;130;33200;A+;10
42616-2110166-00;52.53356202;13.41305739;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;04.12.1997;NAV-T250*SUPER 4Y;250;281;32000;130;33200;A+;10
42616-2110167-00;52.53399221;13.41254827;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;03.12.1996;NAV-T250*SUPER 4Y;250;281;32000;130;33200;A+;10
42616-2110168-00;52.53326961;13.41305514;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;04.12.1997;NAV-T250*SUPER 4Y;250;281;32000;130;33200;A+;10
42616-2110169-00;52.53375331;13.41259839;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;03.12.1996;NAV-T250*SUPER 4Y;250;281;32000;130;33200;A+;10
42616-2110170-00;52.53298727;13.41296346;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;04.12.1997;NAV-T250*SUPER 4Y;250;281;32000;130;33200;A+;10
42616-2110171-00;52.5335255;13.41264826;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;03.12.1996;NAV-T250*SUPER 4Y;250;281;32000;130;33200;A+;10
42616-2110172-00;52.53274696;13.41288079;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;02.09.2003;NAV-T150*SUPER*4Y;150;168;32000;115;17500;A+;10
42616-2110173-00;52.53332692;13.41258756;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;03.12.1996;NAV-T250*SUPER 4Y;250;281;32000;130;33200;A+;10
42616-2110174-00;52.53237717;13.41273705;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;15.04.1997;NAV-T250*SUPER 4Y;250;281;32000;130;33200;A+;10
42616-2110175-00;52.53306101;13.41250026;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;03.12.1996;NAV-T250*SUPER 4Y;250;281;32000;130;33200;A+;10
42616-2110177-00;52.53282623;13.41241376;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;03.12.1996;NAV-T250*SUPER 4Y;250;281;32000;130;33200;A+;10
42616-2110179-00;52.53257529;13.41234741;A&G*CLASSICA*1800.095*NAV-T250 *LUME*SKL2;A&G Classica;Ja;04.12.1997;NAV-T250*SUPER 4Y;250;281;32000;130;33200;A+;10
42616-2110200-00;52.53252844;13.4123061;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;02.06.2003;NAV-E250*SUPER 4Y;250;281;48000;-;31600;A+;9.1
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;02.06.2003;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110201-00;52.53246754;13.41279453;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;02.06.2003;NAV-E250*SUPER 4Y;250;281;48000;-;31600;A+;9.1
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;02.06.2003;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110202-00;52.53231488;13.41223346;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;02.06.2003;NAV-E250*SUPER 4Y;250;281;48000;-;31600;A+;9.1
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;02.06.2003;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110203-00;52.53224941;13.4126777;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;02.06.2003;NAV-E250*SUPER 4Y;250;281;48000;-;31600;A+;9.1
;;;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;02.06.2003;NAV-T70*SUPER 4Y;70;79;28000;93;6600;A+;
42616-2110204-00;52.53208337;13.41217933;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;02.06.2003;NAV-E250*SUPER 4Y;250;281;48000;-;31600;A+;9.1
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;02.06.2003;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110205-00;52.53207854;13.41261222;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;02.06.2003;NAV-E250*SUPER 4Y;250;281;48000;-;31600;A+;9.1
;;;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;02.06.2003;NAV-T70*SUPER 4Y;70;79;28000;93;6600;A+;
42616-2110206-00;;;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;02.06.2003;NAV-E250*SUPER 4Y;250;281;48000;-;31600;A+;9.1
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;02.06.2003;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110207-00;52.53184255;13.41255811;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;02.06.2003;NAV-E250*SUPER 4Y;250;281;48000;-;31600;A+;9.1
;;;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;02.06.2003;NAV-T70*SUPER 4Y;70;79;28000;93;6600;A+;
42616-2110208-00;52.5318912;13.41213053;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;02.06.2003;NAV-E250*SUPER 4Y;250;281;48000;-;31600;A+;9.1
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;02.06.2003;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110209-00;52.5316852;13.41251467;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;02.06.2003;NAV-E250*SUPER 4Y;250;281;48000;-;31600;A+;9.1
;;;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;02.06.2003;NAV-T70*SUPER 4Y;70;79;28000;93;6600;A+;
42616-2110210-00;52.53173163;13.41209816;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;02.06.2003;NAV-E250*SUPER 4Y;250;281;48000;-;31600;A+;9.1
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;02.06.2003;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110211-00;52.53148514;13.41245302;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;02.06.2003;NAV-E250*SUPER 4Y;250;281;48000;-;31600;A+;9.1
;;;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;02.06.2003;NAV-T70*SUPER 4Y;70;79;28000;93;6600;A+;
42616-2110212-00;52.53158999;13.41204359;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;02.06.2003;NAV-E250*SUPER 4Y;250;281;48000;-;31600;A+;9.1
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;02.06.2003;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110213-00;52.53125812;13.4123915;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;02.06.2003;NAV-E250*SUPER 4Y;250;281;48000;-;31600;A+;9.1
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;02.06.2003;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110214-00;52.53134708;13.41189373;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;02.06.2003;NAV-E250*SUPER 4Y;250;281;48000;-;31600;A+;9.1
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;02.06.2003;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110215-00;52.53103289;13.41208315;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;02.06.2003;NAV-E250*SUPER 4Y;250;281;48000;-;31600;A+;9.1
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;02.06.2003;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110216-00;52.53117816;13.41166247;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;02.06.2003;NAV-E250*SUPER 4Y;250;281;48000;-;31600;A+;9.1
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;02.06.2003;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110217-00;52.53089547;13.41187752;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;02.06.2003;NAV-E250*SUPER 4Y;250;281;48000;-;31600;A+;9.1
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;02.06.2003;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110218-00;52.53100475;13.41143123;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;02.06.2003;NAV-E250*SUPER 4Y;250;281;48000;-;31600;A+;9.1
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;02.06.2003;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110219-00;52.53074454;13.41164986;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;02.06.2003;NAV-E250*SUPER 4Y;250;281;48000;-;31600;A+;9.1
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;02.06.2003;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110220-00;52.53085158;13.41121463;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;02.06.2003;NAV-E250*SUPER 4Y;250;281;48000;-;31600;A+;9.1
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;02.06.2003;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110221-00;52.53060262;13.41144425;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;02.06.2003;NAV-T70*SUPER 4Y;70;79;28000;93;6600;A+;9.1
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;02.06.2003;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110222-00;52.53070073;13.41103854;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;02.06.2003;NAV-E250*SUPER 4Y;250;281;48000;-;31600;A+;9.1
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;02.06.2003;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110223-00;52.53047422;13.411257;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;02.06.2003;NAV-E250*SUPER 4Y;250;281;48000;-;31600;A+;9.1
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;02.06.2003;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110224-00;52.53052956;13.41080361;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;02.06.2003;NAV-E250*SUPER 4Y;250;281;48000;-;31600;A+;9.1
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;02.06.2003;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110225-00;52.53026019;13.4109265;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;02.06.2003;NAV-E250*SUPER 4Y;250;281;48000;-;31600;A+;9.1
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;02.06.2003;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110226-00;52.53044622;13.41068614;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;02.06.2003;NAV-E250*SUPER 4Y;250;281;48000;-;31600;A+;9.1
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;02.06.2003;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110227-00;52.53012961;13.41077979;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;02.06.2003;NAV-E250*SUPER 4Y;250;281;48000;-;31600;A+;9.1
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;02.06.2003;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110228-00;52.53022786;13.41044776;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;02.06.2003;NAV-E250*SUPER 4Y;250;281;48000;-;31600;A+;9.1
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;02.06.2003;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110229-00;52.52994723;13.41055597;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;02.06.2003;NAV-E250*SUPER 4Y;250;281;48000;-;31600;A+;9.1
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;02.06.2003;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110230-00;52.53001185;13.41026831;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;02.06.2003;NAV-E250*SUPER 4Y;250;281;48000;-;31600;A+;9.1
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;02.06.2003;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110231-00;52.52980763;13.41039088;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;23.04.2004;NAV-E250*SUPER 4Y;250;281;48000;-;31600;A+;9.3
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;23.04.2004;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110233-00;52.52967713;13.4102847;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;23.04.2004;NAV-E250*SUPER 4Y;250;281;48000;-;31600;A+;9.3
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;23.04.2004;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110234-00;52.52964027;13.41000317;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;23.04.2004;NAV-E250*SUPER 4Y;250;281;48000;-;31600;A+;9.3
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;23.04.2004;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110235-00;52.52947422;13.4101145;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;23.04.2004;NAV-E250*SUPER 4Y;250;281;48000;-;31600;A+;9.3
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;23.04.2004;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110236-00;52.52944675;13.40983835;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;23.04.2004;NAV-E250*SUPER 4Y;250;281;48000;-;31600;A+;9.3
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;23.04.2004;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110237-00;52.52930328;13.41000851;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;23.04.2004;NAV-E250*SUPER 4Y;250;281;48000;-;31600;A+;9.3
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;23.04.2004;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110238-00;52.5292488;13.40970119;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;23.04.2004;NAV-E250*SUPER 4Y;250;281;48000;-;31600;A+;9.3
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;23.04.2004;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110239-00;52.52905933;13.40990473;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;23.04.2004;NAV-E250*SUPER 4Y;250;281;48000;-;31600;A+;9.3
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;23.04.2004;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110240-00;52.52902827;13.40950796;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;23.04.2004;NAV-E250*SUPER 4Y;250;281;48000;-;31600;A+;9.3
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;23.04.2004;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110241-00;52.52888754;13.4099461;SEM*SX7-041409-003*ESSLINGEN* NAV-E250*LUME*SKL2;Esslingen-Kandelaber;Nein;23.04.2004;NAV-E250*SUPER 4Y;250;281;48000;-;31600;A+;9.3
;;;SEM*SX7-041409-005*ESSLINGEN* NAV-E70*SKL2;Esslingen-Kandelaber;Nein;23.04.2004;NAV-E70 4Y;70;70;28000;93;6600;-;
42616-2110300-00;52.55401733;13.41457965;SEM*SX67006-9*URBI-1*NAV-E100* SKL2;Semperlux Urbi 1;Ja;23.11.1994;NAV-E50 4Y;50;58;28000;77;4000;A;4.2
42616-2110301-00;52.55349126;13.41447325;SEM*SX67006-9*URBI-1*NAV-E100* SKL2;Semperlux Urbi 1;Ja;23.11.1994;NAV-E50 4Y;50;58;28000;77;4000;A;4.2
42616-2110302-00;52.55280363;13.41438627;SEM*SX67006-9*URBI-1*NAV-E100* SKL2;Semperlux Urbi 1;Ja;08.06.1995;NAV-E50 4Y;50;58;28000;77;4000;A;3.5
42616-2110303-00;52.55281242;13.41427565;SEM*SX67006-9*URBI-1*NAV-E100* SKL2;Semperlux Urbi 1;Ja;21.03.1995;NAV-E50 4Y;50;58;28000;77;4000;A;3.5
42616-2110304-00;52.55219455;13.41425285;SEM*SX67006-9*URBI-1*NAV-E100* SKL2;Semperlux Urbi 1;Ja;08.06.1995;NAV-E50 4Y;50;58;28000;77;4000;A;3.5
42616-2110305-00;52.55216066;13.41414612;SEM*SX67006-9*URBI-1*NAV-E100* SKL2;Semperlux Urbi 1;Ja;21.03.1995;NAV-E50 4Y;50;58;28000;77;4000;A;3.5
42616-2110306-00;52.55139226;13.41411667;SEM*SX67006-9*URBI-1*NAV-E100* SKL2;Semperlux Urbi 1;Ja;21.03.1995;NAV-E50 4Y;50;58;28000;77;4000;A;3.5
42616-2110307-00;52.55139654;13.41399871;SEM*SX67006-9*URBI-1*NAV-E100* SKL2;Semperlux Urbi 1;Ja;21.03.1995;NAV-E50 4Y;50;58;28000;77;4000;A;3.5
42616-2110308-00;52.55084392;13.41402719;SEM*SX67006-9*URBI-1*NAV-E100* SKL2;Semperlux Urbi 1;Ja;21.03.1995;NAV-E50 4Y;50;58;28000;77;4000;A;3.5
42616-2110309-00;52.55053804;13.41384071;SEM*SX67220-9V*URBI* NAV-E50/70*SKL2;Semperlux Urbi;Nein;22.04.2005;NAV-E50 4Y;50;58;28000;77;4000;A;3.5
42616-2110310-00;52.5497495;13.41385927;SEM*SX67220-9V*URBI* NAV-E50/70*SKL2;Semperlux Urbi;Nein;21.03.1995;NAV-E50 4Y;50;58;28000;77;4000;A;3.5
42616-2110311-00;52.54976491;13.4136823;SEM*SX67220-9V*URBI* NAV-E50/70*SKL2;Semperlux Urbi;Nein;21.03.1995;NAV-E50 4Y;50;58;28000;77;4000;A;3.5
42616-2110312-00;52.54756946;13.41341286;SEM*SX67006-9*URBI-1*NAV-E100* SKL2;Semperlux Urbi 1;Ja;21.03.1995;NAV-E50 4Y;50;58;28000;77;4000;A;3.5
42616-2110313-00;52.54773122;13.41341576;SEM*SX67006-9*URBI-1*NAV-E100* SKL2;Semperlux Urbi 1;Ja;21.03.1995;NAV-E50 4Y;50;58;28000;77;4000;A;3.5
42616-2110314-00;52.54538925;13.41287437;SEM*SX67006-9*URBI-1*NAV-E100* SKL2;Semperlux Urbi 1;Ja;21.03.1995;NAV-E50 4Y;50;58;28000;77;4000;A;3.5
42616-2110315-00;52.54528787;13.41272009;SEM*SX67006-9*URBI-1*NAV-E100* SKL2;Semperlux Urbi 1;Ja;21.03.1995;NAV-E50 4Y;50;58;28000;77;4000;A;3.5
42616-2110316-00;52.54450565;13.41250648;SEM*SX67006-9*URBI-1*NAV-E100* SKL2;Semperlux Urbi 1;Ja;21.03.1995;NAV-E50 4Y;50;58;28000;77;4000;A;3.5
42616-2110317-00;52.54322014;13.41226955;SEM*SX67006-9*URBI-1*NAV-E100* SKL2;Semperlux Urbi 1;Ja;21.03.1995;NAV-E50 4Y;50;58;28000;77;4000;A;3.5
42616-2110318-00;52.54277739;13.41217959;SEM*SX67006-9*URBI-1*NAV-E100* SKL2;Semperlux Urbi 1;Ja;21.03.1995;NAV-E50 4Y;50;58;28000;77;4000;A;3.5
42616-2110320-00;52.54075556;13.41225763;SEM*SX67006-9*URBI-1*NAV-E100* SKL2;Semperlux Urbi 1;Ja;02.10.1998;NAV-E50 4Y;50;58;28000;77;4000;A;3.5
42616-2110321-00;52.54055303;13.41207439;SEM*SX67006-9*URBI-1*NAV-E100* SKL2;Semperlux Urbi 1;Ja;02.10.1998;NAV-E50 4Y;50;58;28000;77;4000;A;3.5
42616-2110322-00;52.54021396;13.41217185;SEM*SX67006-9*URBI-1*NAV-E100* SKL2;Semperlux Urbi 1;Ja;12.10.1998;NAV-E50 4Y;50;58;28000;77;4000;A;3.5
42616-2110324-00;52.53315954;13.41281142;SEM*SX67006-9*URBI-1*NAV-E100* SKL2;Semperlux Urbi 1;Ja;22.09.1998;NAV-E50 4Y;50;58;28000;77;4000;A;3.5
42616-2110325-00;52.53272791;13.41266248;SEM*SX67006-9*URBI-1*NAV-E100* SKL2;Semperlux Urbi 1;Ja;22.09.1998;NAV-E50 4Y;50;58;28000;77;4000;A;3.5
